Poly Bridge 2 - W0247 "Weekly Challenge #247" any% leaderboard (* = breaks)
Updated 2025-05-25T00:55:23.881Z
34/45 unique ranks shown

   *1. $36,081  琉璃兔丶
    2. $40,026  フールス
    3. $44,804  wylie5cents
    4. $49,600  honky
   *5. $50,817  카르샤인
    6. $55,951  silverchario2
    7. $56,519  aidanmacdonald
   *8. $57,695  antonizyg5
    9. $62,329  ZMan T
   10. $62,765  takayoshi_0111
   11. $67,348  rucklet
   12. $67,546  jazzthelass
   13. $71,138  nils
   14. $73,667  buksan4
   15. $79,612  sodaprince79
   16. $79,902  Racing Lukas
   17. $80,205  おいちゃん
   18. $81,117  irciron
   19. $85,271  kryckmannen
   20. $89,893  kayoucat
   21. $91,879  sayapy0101
   22. $93,659  him006666
   23. $97,335  Phitl
  *24. $97,446  3256201730
   25. $97,457  deathcard1221
   26. $97,524  Targe
   27. $97,532  brettadc
   28. $99,020  blauzwerg
   29. $112,450 hsfbc188
  *30. $112,833 peterdoeffinger79
   31. $117,638 lairasan
  *32. $126,278 ShadowPuppet
  *33. $163,073 kane956
   34. $197,008 Chickenmaster
